Amount,BankNameSent,BankNameReceived,RemainingBalance,City,Gender,TransactionType,Status,DeviceType,PaymentMethod,MerchantName,Purpose,CustomerAge,PaymentMode,Currency,Months,Days,Hours,Minutes
1818.8,SBI Bank,HDFC Bank,8048.27,Delhi,Female,Transfer,Success,Laptop,QR Code,Swiggy,Bill Payment,33,Scheduled,USD,6,24,2,31
330.29,ICICI Bank,SBI Bank,1888.93,Bangalore,Male,Payment,Success,Mobile,UPI ID,IRCTC,Others,34,Instant,EUR,7,25,22,43
946.95,Axis Bank,Axis Bank,5494.4,Hyderabad,Female,Transfer,Failed,Tablet,Phone Number,Flipkart,Shopping,35,Scheduled,GBP,8,26,10,48
800.95,HDFC Bank,ICICI Bank,8307.55,Mumbai,Male,Payment,Success,Laptop,QR Code,Amazon,Food,36,Instant,INR,9,27,16,7
1655.46,SBI Bank,HDFC Bank,4889.03,Delhi,Female,Transfer,Success,Mobile,UPI ID,Zomato,Travel,37,Scheduled,USD,10,28,19,40
1450.57,ICICI Bank,SBI Bank,2730.3,Bangalore,Male,Payment,Success,Tablet,Phone Number,Swiggy,Bill Payment,38,Instant,EUR,11,29,14,42
429.79,Axis Bank,Axis Bank,3293.88,Hyderabad,Female,Transfer,Success,Laptop,QR Code,IRCTC,Others,39,Scheduled,GBP,12,30,17,6
1796.91,HDFC Bank,ICICI Bank,7560.58,Mumbai,Male,Payment,Failed,Mobile,UPI ID,Flipkart,Shopping,40,Instant,INR,1,1,19,44
1778.31,SBI Bank,HDFC Bank,8293.87,Delhi,Female,Transfer,Success,Tablet,Phone Number,Amazon,Food,41,Scheduled,USD,2,2,12,51
1375.41,ICICI Bank,SBI Bank,3330.7,Bangalore,Male,Payment,Success,Laptop,QR Code,Zomato,Travel,42,Instant,EUR,3,3,16,46
939.15,Axis Bank,Axis Bank,4458.72,Hyderabad,Female,Transfer,Success,Mobile,UPI ID,Swiggy,Bill Payment,43,Scheduled,GBP,4,4,3,59
225.88,HDFC Bank,ICICI Bank,8239.02,Mumbai,Male,Payment,Success,Tablet,Phone Number,IRCTC,Others,44,Instant,INR,5,5,23,9
801.09,SBI Bank,HDFC Bank,4970.98,Delhi,Female,Transfer,Failed,Laptop,QR Code,Flipkart,Shopping,45,Scheduled,USD,6,6,15,55
120.4,ICICI Bank,SBI Bank,1583.18,Bangalore,Male,Payment,Success,Mobile,UPI ID,Amazon,Food,46,Instant,EUR,7,7,20,48
1633.97,Axis Bank,Axis Bank,8607.07,Hyderabad,Female,Transfer,Success,Tablet,Phone Number,Zomato,Travel,47,Scheduled,GBP,8,8,5,0
1333.52,HDFC Bank,ICICI Bank,311.15,Mumbai,Male,Payment,Success,Laptop,QR Code,Swiggy,Bill Payment,48,Instant,INR,9,9,16,11
833.55,SBI Bank,HDFC Bank,1601.64,Delhi,Female,Transfer,Success,Mobile,UPI ID,IRCTC,Others,49,Scheduled,USD,10,10,13,28
250.79,ICICI Bank,SBI Bank,8658.06,Bangalore,Male,Payment,Failed,Tablet,Phone Number,Flipkart,Shopping,50,Instant,EUR,11,11,8,57
1594.8,Axis Bank,Axis Bank,209.19,Hyderabad,Female,Transfer,Success,Laptop,QR Code,Amazon,Food,51,Scheduled,GBP,12,12,5,29
1641.63,HDFC Bank,ICICI Bank,8361.33,Mumbai,Male,Payment,Success,Mobile,UPI ID,Zomato,Travel,52,Instant,INR,1,13,5,29
715.6,SBI Bank,HDFC Bank,9824.63,Delhi,Female,Transfer,Success,Tablet,Phone Number,Swiggy,Bill Payment,53,Scheduled,USD,2,14,10,36
1206.05,ICICI Bank,SBI Bank,4266.54,Bangalore,Male,Payment,Success,Laptop,QR Code,IRCTC,Others,54,Instant,EUR,3,15,3,25
1777.97,Axis Bank,Axis Bank,5194.37,Hyderabad,Female,Transfer,Failed,Mobile,UPI ID,Flipkart,Shopping,55,Scheduled,GBP,4,16,4,3
1244.69,HDFC Bank,ICICI Bank,5102.2,Mumbai,Male,Payment,Success,Tablet,Phone Number,Amazon,Food,56,Instant,INR,5,17,4,56
1232.12,SBI Bank,HDFC Bank,3812.08,Delhi,Female,Transfer,Success,Laptop,QR Code,Zomato,Travel,57,Scheduled,USD,6,18,4,47
762.64,ICICI Bank,SBI Bank,2843.33,Bangalore,Male,Payment,Success,Mobile,UPI ID,Swiggy,Bill Payment,58,Instant,EUR,7,19,17,23
1630.87,Axis Bank,Axis Bank,1330.89,Hyderabad,Female,Transfer,Success,Tablet,Phone Number,IRCTC,Others,59,Scheduled,GBP,8,20,9,47
5.98,HDFC Bank,ICICI Bank,4624.86,Mumbai,Male,Payment,Failed,Laptop,QR Code,Flipkart,Shopping,20,Instant,INR,9,21,6,46
1132.34,SBI Bank,HDFC Bank,4879.7,Delhi,Female,Transfer,Success,Mobile,UPI ID,Amazon,Food,21,Scheduled,USD,10,22,15,56
1567.48,ICICI Bank,SBI Bank,8988.99,Bangalore,Male,Payment,Success,Tablet,Phone Number,Zomato,Travel,22,Instant,EUR,11,23,10,11
1753.69,Axis Bank,Axis Bank,7618.14,Hyderabad,Female,Transfer,Success,Laptop,QR Code,Swiggy,Bill Payment,23,Scheduled,GBP,12,24,13,48
539.92,HDFC Bank,ICICI Bank,6363.64,Mumbai,Male,Payment,Success,Mobile,UPI ID,IRCTC,Others,24,Instant,INR,1,25,16,23
320.66,SBI Bank,HDFC Bank,2095.05,Delhi,Female,Transfer,Failed,Tablet,Phone Number,Flipkart,Shopping,25,Scheduled,USD,2,26,7,27
1230.74,ICICI Bank,SBI Bank,523.97,Bangalore,Male,Payment,Success,Laptop,QR Code,Amazon,Food,26,Instant,EUR,3,27,17,4
753.99,Axis Bank,Axis Bank,2516.69,Hyderabad,Female,Transfer,Success,Mobile,UPI ID,Zomato,Travel,27,Scheduled,GBP,4,28,2,6
1009.95,HDFC Bank,ICICI Bank,5182.86,Mumbai,Male,Payment,Success,Tablet,Phone Number,Swiggy,Bill Payment,28,Instant,INR,5,29,14,27
35.38,SBI Bank,HDFC Bank,1697.92,Delhi,Female,Transfer,Success,Laptop,QR Code,IRCTC,Others,29,Scheduled,USD,6,30,16,46
645.14,ICICI Bank,SBI Bank,7921.76,Bangalore,Male,Payment,Failed,Mobile,UPI ID,Flipkart,Shopping,30,Instant,EUR,7,1,18,41
706.15,Axis Bank,Axis Bank,9409.88,Hyderabad,Female,Transfer,Success,Tablet,Phone Number,Amazon,Food,31,Scheduled,GBP,8,2,3,59
1428.67,HDFC Bank,ICICI Bank,3191.17,Mumbai,Male,Payment,Success,Laptop,QR Code,Zomato,Travel,32,Instant,INR,9,3,4,52
1055.5,SBI Bank,HDFC Bank,5632.73,Delhi,Female,Transfer,Success,Mobile,UPI ID,Swiggy,Bill Payment,33,Scheduled,USD,10,4,21,15
1170.44,ICICI Bank,SBI Bank,1350.2,Bangalore,Male,Payment,Success,Tablet,Phone Number,IRCTC,Others,34,Instant,EUR,11,5,4,26
29.18,Axis Bank,Axis Bank,7176.53,Hyderabad,Female,Transfer,Failed,Laptop,QR Code,Flipkart,Shopping,35,Scheduled,GBP,12,6,5,15
1861.88,HDFC Bank,ICICI Bank,4251.02,Mumbai,Male,Payment,Success,Mobile,UPI ID,Amazon,Food,36,Instant,INR,1,7,9,12
485.43,SBI Bank,HDFC Bank,1775.92,Delhi,Female,Transfer,Success,Tablet,Phone Number,Zomato,Travel,37,Scheduled,USD,2,8,11,54
305.55,ICICI Bank,SBI Bank,3169.98,Bangalore,Male,Payment,Success,Laptop,QR Code,Swiggy,Bill Payment,38,Instant,EUR,3,9,21,13
1964.02,Axis Bank,Axis Bank,5355.35,Hyderabad,Female,Transfer,Success,Mobile,UPI ID,IRCTC,Others,39,Scheduled,GBP,4,10,14,38
586.95,HDFC Bank,ICICI Bank,6968.55,Mumbai,Male,Payment,Failed,Tablet,Phone Number,Flipkart,Shopping,40,Instant,INR,5,11,11,58
1395.63,SBI Bank,HDFC Bank,9066.67,Delhi,Female,Transfer,Success,Laptop,QR Code,Amazon,Food,41,Scheduled,USD,6,12,13,0
726.48,ICICI Bank,SBI Bank,9736.69,Bangalore,Male,Payment,Success,Mobile,UPI ID,Zomato,Travel,42,Instant,EUR,7,13,14,3
1884.76,Axis Bank,Axis Bank,5938.52,Hyderabad,Female,Transfer,Success,Tablet,Phone Number,Swiggy,Bill Payment,43,Scheduled,GBP,8,14,2,0
405.18,HDFC Bank,ICICI Bank,2708.84,Mumbai,Male,Payment,Success,Laptop,QR Code,IRCTC,Others,44,Instant,INR,9,15,23,38
1752.84,SBI Bank,HDFC Bank,1621.83,Delhi,Female,Transfer,Failed,Mobile,UPI ID,Flipkart,Shopping,45,Scheduled,USD,10,16,5,6
999.47,ICICI Bank,SBI Bank,3136.45,Bangalore,Male,Payment,Success,Tablet,Phone Number,Amazon,Food,46,Instant,EUR,11,17,0,24
1551.86,Axis Bank,Axis Bank,9564.38,Hyderabad,Female,Transfer,Success,Laptop,QR Code,Zomato,Travel,47,Scheduled,GBP,12,18,12,12
427.73,HDFC Bank,ICICI Bank,9164.58,Mumbai,Male,Payment,Success,Mobile,UPI ID,Swiggy,Bill Payment,48,Instant,INR,1,19,2,35
1471.76,SBI Bank,HDFC Bank,8363.43,Delhi,Female,Transfer,Success,Tablet,Phone Number,IRCTC,Others,49,Scheduled,USD,2,20,3,52
596.85,ICICI Bank,SBI Bank,2831.98,Bangalore,Male,Payment,Failed,Laptop,QR Code,Flipkart,Shopping,50,Instant,EUR,3,21,2,14
1521.43,Axis Bank,Axis Bank,1227.49,Hyderabad,Female,Transfer,Success,Mobile,UPI ID,Amazon,Food,51,Scheduled,GBP,4,22,6,58
122.5,HDFC Bank,ICICI Bank,7566.7,Mumbai,Male,Payment,Success,Tablet,Phone Number,Zomato,Travel,52,Instant,INR,5,23,15,16
822.5,SBI Bank,HDFC Bank,9001.19,Delhi,Female,Transfer,Success,Laptop,QR Code,Swiggy,Bill Payment,53,Scheduled,USD,6,24,22,31
1146.33,ICICI Bank,SBI Bank,3658.21,Bangalore,Male,Payment,Success,Mobile,UPI ID,IRCTC,Others,54,Instant,EUR,7,25,15,12
1157.16,Axis Bank,Axis Bank,6613.59,Hyderabad,Female,Transfer,Failed,Tablet,Phone Number,Flipkart,Shopping,55,Scheduled,GBP,8,26,12,5
374.35,HDFC Bank,ICICI Bank,9182.7,Mumbai,Male,Payment,Success,Laptop,QR Code,Amazon,Food,56,Instant,INR,9,27,18,9
837.6,SBI Bank,HDFC Bank,4953.82,Delhi,Female,Transfer,Success,Mobile,UPI ID,Zomato,Travel,57,Scheduled,USD,10,28,19,8
48.7,ICICI Bank,SBI Bank,5156.78,Bangalore,Male,Payment,Success,Tablet,Phone Number,Swiggy,Bill Payment,58,Instant,EUR,11,29,6,25
893.26,Axis Bank,Axis Bank,3563.02,Hyderabad,Female,Transfer,Success,Laptop,QR Code,IRCTC,Others,59,Scheduled,GBP,12,30,17,30
568.01,HDFC Bank,ICICI Bank,2141.68,Mumbai,Male,Payment,Failed,Mobile,UPI ID,Flipkart,Shopping,20,Instant,INR,1,1,14,54
44.24,SBI Bank,HDFC Bank,9177.96,Delhi,Female,Transfer,Success,Tablet,Phone Number,Amazon,Food,21,Scheduled,USD,2,2,7,44
945.05,ICICI Bank,SBI Bank,2592.85,Bangalore,Male,Payment,Success,Laptop,QR Code,Zomato,Travel,22,Instant,EUR,3,3,17,57
183.21,Axis Bank,Axis Bank,5632.9,Hyderabad,Female,Transfer,Success,Mobile,UPI ID,Swiggy,Bill Payment,23,Scheduled,GBP,4,4,22,37
649.11,HDFC Bank,ICICI Bank,482.07,Mumbai,Male,Payment,Success,Tablet,Phone Number,IRCTC,Others,24,Instant,INR,5,5,20,41
531.64,SBI Bank,HDFC Bank,6395.49,Delhi,Female,Transfer,Failed,Laptop,QR Code,Flipkart,Shopping,25,Scheduled,USD,6,6,23,59
1019.73,ICICI Bank,SBI Bank,4923.42,Bangalore,Male,Payment,Success,Mobile,UPI ID,Amazon,Food,26,Instant,EUR,7,7,12,29
608.26,Axis Bank,Axis Bank,5807.71,Hyderabad,Female,Transfer,Success,Tablet,Phone Number,Zomato,Travel,27,Scheduled,GBP,8,8,16,28
1910.59,HDFC Bank,ICICI Bank,2815.38,Mumbai,Male,Payment,Success,Laptop,QR Code,Swiggy,Bill Payment,28,Instant,INR,9,9,15,13
436.63,SBI Bank,HDFC Bank,6937.48,Delhi,Female,Transfer,Success,Mobile,UPI ID,IRCTC,Others,29,Scheduled,USD,10,10,0,44
735.67,ICICI Bank,SBI Bank,6289.48,Bangalore,Male,Payment,Failed,Tablet,Phone Number,Flipkart,Shopping,30,Instant,EUR,11,11,1,12
98.47,Axis Bank,Axis Bank,8250.89,Hyderabad,Female,Transfer,Success,Laptop,QR Code,Amazon,Food,31,Scheduled,GBP,12,12,8,11
1972.83,HDFC Bank,ICICI Bank,1256.5,Mumbai,Male,Payment,Success,Mobile,UPI ID,Zomato,Travel,32,Instant,INR,1,13,4,38
1129.55,SBI Bank,HDFC Bank,4136.42,Delhi,Female,Transfer,Success,Tablet,Phone Number,Swiggy,Bill Payment,33,Scheduled,USD,2,14,2,4
726.65,ICICI Bank,SBI Bank,9217.84,Bangalore,Male,Payment,Success,Laptop,QR Code,IRCTC,Others,34,Instant,EUR,3,15,22,15
1997.76,Axis Bank,Axis Bank,2120.2,Hyderabad,Female,Transfer,Failed,Mobile,UPI ID,Flipkart,Shopping,35,Scheduled,GBP,4,16,10,15
1754.69,HDFC Bank,ICICI Bank,6544.15,Mumbai,Male,Payment,Success,Tablet,Phone Number,Amazon,Food,36,Instant,INR,5,17,4,40
702.88,SBI Bank,HDFC Bank,6968.16,Delhi,Female,Transfer,Success,Laptop,QR Code,Zomato,Travel,37,Scheduled,USD,6,18,23,14
1805.04,ICICI Bank,SBI Bank,9673.76,Bangalore,Male,Payment,Success,Mobile,UPI ID,Swiggy,Bill Payment,38,Instant,EUR,7,19,22,27
311.15,Axis Bank,Axis Bank,5219.04,Hyderabad,Female,Transfer,Success,Tablet,Phone Number,IRCTC,Others,39,Scheduled,GBP,8,20,11,38
1243.67,HDFC Bank,ICICI Bank,9767.38,Mumbai,Male,Payment,Failed,Laptop,QR Code,Flipkart,Shopping,40,Instant,INR,9,21,17,0
1182.03,SBI Bank,HDFC Bank,8742.2,Delhi,Female,Transfer,Success,Mobile,UPI ID,Amazon,Food,41,Scheduled,USD,10,22,7,58
1998.69,ICICI Bank,SBI Bank,9.73,Bangalore,Male,Payment,Success,Tablet,Phone Number,Zomato,Travel,42,Instant,EUR,11,23,21,43
1862.29,Axis Bank,Axis Bank,290.59,Hyderabad,Female,Transfer,Success,Laptop,QR Code,Swiggy,Bill Payment,43,Scheduled,GBP,12,24,6,30
908.99,HDFC Bank,ICICI Bank,7181.89,Mumbai,Male,Payment,Success,Mobile,UPI ID,IRCTC,Others,44,Instant,INR,1,25,5,9
814.46,SBI Bank,HDFC Bank,860.17,Delhi,Female,Transfer,Failed,Tablet,Phone Number,Flipkart,Shopping,45,Scheduled,USD,2,26,5,50
609.83,ICICI Bank,SBI Bank,8780.53,Bangalore,Male,Payment,Success,Laptop,QR Code,Amazon,Food,46,Instant,EUR,3,27,20,8
827.9,Axis Bank,Axis Bank,8262.53,Hyderabad,Female,Transfer,Success,Mobile,UPI ID,Zomato,Travel,47,Scheduled,GBP,4,28,22,1
1092.3,HDFC Bank,ICICI Bank,5132.52,Mumbai,Male,Payment,Success,Tablet,Phone Number,Swiggy,Bill Payment,48,Instant,INR,5,29,22,14
1795.62,SBI Bank,HDFC Bank,4484.08,Delhi,Female,Transfer,Success,Laptop,QR Code,IRCTC,Others,49,Scheduled,USD,6,30,8,1
938.97,ICICI Bank,SBI Bank,6200.54,Bangalore,Male,Payment,Failed,Mobile,UPI ID,Flipkart,Shopping,50,Instant,EUR,7,1,19,57
129.17,Axis Bank,Axis Bank,7148.99,Hyderabad,Female,Transfer,Success,Tablet,Phone Number,Amazon,Food,51,Scheduled,GBP,8,2,1,46
363.74,HDFC Bank,ICICI Bank,5286.42,Mumbai,Male,Payment,Success,Laptop,QR Code,Zomato,Travel,52,Instant,INR,9,3,18,45
1398.19,SBI Bank,HDFC Bank,5249.81,Delhi,Female,Transfer,Success,Mobile,UPI ID,Swiggy,Bill Payment,53,Scheduled,USD,10,4,11,16
1744.12,ICICI Bank,SBI Bank,4086.09,Bangalore,Male,Payment,Success,Tablet,Phone Number,IRCTC,Others,54,Instant,EUR,11,5,20,16
411.72,Axis Bank,Axis Bank,3097.47,Hyderabad,Female,Transfer,Failed,Laptop,QR Code,Flipkart,Shopping,55,Scheduled,GBP,12,6,19,49
1520.14,HDFC Bank,ICICI Bank,9542.47,Mumbai,Male,Payment,Success,Mobile,UPI ID,Amazon,Food,56,Instant,INR,1,7,9,37
1434.48,SBI Bank,HDFC Bank,6726.26,Delhi,Female,Transfer,Success,Tablet,Phone Number,Zomato,Travel,57,Scheduled,USD,2,8,4,27
417.66,ICICI Bank,SBI Bank,2935.32,Bangalore,Male,Payment,Success,Laptop,QR Code,Swiggy,Bill Payment,58,Instant,EUR,3,9,10,25
1809.11,Axis Bank,Axis Bank,2444.77,Hyderabad,Female,Transfer,Success,Mobile,UPI ID,IRCTC,Others,59,Scheduled,GBP,4,10,10,56
848.42,HDFC Bank,ICICI Bank,3153.45,Mumbai,Male,Payment,Failed,Tablet,Phone Number,Flipkart,Shopping,20,Instant,INR,5,11,9,1
1599.87,SBI Bank,HDFC Bank,5675.39,Delhi,Female,Transfer,Success,Laptop,QR Code,Amazon,Food,21,Scheduled,USD,6,12,13,17
1462.25,ICICI Bank,SBI Bank,7899.35,Bangalore,Male,Payment,Success,Mobile,UPI ID,Zomato,Travel,22,Instant,EUR,7,13,9,32
1752.68,Axis Bank,Axis Bank,1270.95,Hyderabad,Female,Transfer,Success,Tablet,Phone Number,Swiggy,Bill Payment,23,Scheduled,GBP,8,14,2,11
286.43,HDFC Bank,ICICI Bank,5960.03,Mumbai,Male,Payment,Success,Laptop,QR Code,IRCTC,Others,24,Instant,INR,9,15,17,20
1909.13,SBI Bank,HDFC Bank,4074.17,Delhi,Female,Transfer,Failed,Mobile,UPI ID,Flipkart,Shopping,25,Scheduled,USD,10,16,17,49
1709.82,ICICI Bank,SBI Bank,3879.12,Bangalore,Male,Payment,Success,Tablet,Phone Number,Amazon,Food,26,Instant,EUR,11,17,23,19
1882.9,Axis Bank,Axis Bank,6924.64,Hyderabad,Female,Transfer,Success,Laptop,QR Code,Zomato,Travel,27,Scheduled,GBP,12,18,7,47
1014.39,HDFC Bank,ICICI Bank,9613.03,Mumbai,Male,Payment,Success,Mobile,UPI ID,Swiggy,Bill Payment,28,Instant,INR,1,19,7,34
1695.47,SBI Bank,HDFC Bank,7806.27,Delhi,Female,Transfer,Success,Tablet,Phone Number,IRCTC,Others,29,Scheduled,USD,2,20,6,28
1611.07,ICICI Bank,SBI Bank,3861.16,Bangalore,Male,Payment,Failed,Laptop,QR Code,Flipkart,Shopping,30,Instant,EUR,3,21,12,11
976.48,Axis Bank,Axis Bank,3905.78,Hyderabad,Female,Transfer,Success,Mobile,UPI ID,Amazon,Food,31,Scheduled,GBP,4,22,17,27
226.93,HDFC Bank,ICICI Bank,2592.89,Mumbai,Male,Payment,Success,Tablet,Phone Number,Zomato,Travel,32,Instant,INR,5,23,17,45
1890.22,SBI Bank,HDFC Bank,8466.24,Delhi,Female,Transfer,Success,Laptop,QR Code,Swiggy,Bill Payment,33,Scheduled,USD,6,24,22,46
1208.07,ICICI Bank,SBI Bank,5888.99,Bangalore,Male,Payment,Success,Mobile,UPI ID,IRCTC,Others,34,Instant,EUR,7,25,19,46
887.41,Axis Bank,Axis Bank,1461.46,Hyderabad,Female,Transfer,Failed,Tablet,Phone Number,Flipkart,Shopping,35,Scheduled,GBP,8,26,14,18
673.09,HDFC Bank,ICICI Bank,7784.57,Mumbai,Male,Payment,Success,Laptop,QR Code,Amazon,Food,36,Instant,INR,9,27,23,29
987.88,SBI Bank,HDFC Bank,3001.82,Delhi,Female,Transfer,Success,Mobile,UPI ID,Zomato,Travel,37,Scheduled,USD,10,28,9,20
1423.97,ICICI Bank,SBI Bank,5218.9,Bangalore,Male,Payment,Success,Tablet,Phone Number,Swiggy,Bill Payment,38,Instant,EUR,11,29,15,56
209.15,Axis Bank,Axis Bank,3414.6,Hyderabad,Female,Transfer,Success,Laptop,QR Code,IRCTC,Others,39,Scheduled,GBP,12,30,16,37
795.13,HDFC Bank,ICICI Bank,2475.55,Mumbai,Male,Payment,Failed,Mobile,UPI ID,Flipkart,Shopping,40,Instant,INR,1,1,3,57
1273.91,SBI Bank,HDFC Bank,1192.43,Delhi,Female,Transfer,Success,Tablet,Phone Number,Amazon,Food,41,Scheduled,USD,2,2,15,8
1833.86,ICICI Bank,SBI Bank,4299.29,Bangalore,Male,Payment,Success,Laptop,QR Code,Zomato,Travel,42,Instant,EUR,3,3,6,54
1857.78,Axis Bank,Axis Bank,4290.75,Hyderabad,Female,Transfer,Success,Mobile,UPI ID,Swiggy,Bill Payment,43,Scheduled,GBP,4,4,3,32
822.84,HDFC Bank,ICICI Bank,6862.05,Mumbai,Male,Payment,Success,Tablet,Phone Number,IRCTC,Others,44,Instant,INR,5,5,14,14
305.02,SBI Bank,HDFC Bank,3894.56,Delhi,Female,Transfer,Failed,Laptop,QR Code,Flipkart,Shopping,45,Scheduled,USD,6,6,0,50
1837.83,ICICI Bank,SBI Bank,8374.91,Bangalore,Male,Payment,Success,Mobile,UPI ID,Amazon,Food,46,Instant,EUR,7,7,2,26
755.64,Axis Bank,Axis Bank,9345.62,Hyderabad,Female,Transfer,Success,Tablet,Phone Number,Zomato,Travel,47,Scheduled,GBP,8,8,16,24
1710.52,HDFC Bank,ICICI Bank,4027.21,Mumbai,Male,Payment,Success,Laptop,QR Code,Swiggy,Bill Payment,48,Instant,INR,9,9,12,26
600.98,SBI Bank,HDFC Bank,3851.68,Delhi,Female,Transfer,Success,Mobile,UPI ID,IRCTC,Others,49,Scheduled,USD,10,10,1,39
1597.87,ICICI Bank,SBI Bank,6413.81,Bangalore,Male,Payment,Failed,Tablet,Phone Number,Flipkart,Shopping,50,Instant,EUR,11,11,6,26
428.13,Axis Bank,Axis Bank,3903.04,Hyderabad,Female,Transfer,Success,Laptop,QR Code,Amazon,Food,51,Scheduled,GBP,12,12,22,0
401.36,HDFC Bank,ICICI Bank,9173.92,Mumbai,Male,Payment,Success,Mobile,UPI ID,IRCTC,Others,44,Instant,INR,1,25,16,16
1346.12,SBI Bank,HDFC Bank,1000.56,Delhi,Female,Transfer,Failed,Tablet,Phone Number,Flipkart,Shopping,45,Scheduled,USD,2,26,8,1
1946.28,ICICI Bank,SBI Bank,2275.93,Bangalore,Male,Payment,Success,Laptop,QR Code,Amazon,Food,46,Instant,EUR,3,27,20,59
736.26,Axis Bank,Axis Bank,9539.03,Hyderabad,Female,Transfer,Success,Mobile,UPI ID,Zomato,Travel,47,Scheduled,GBP,4,28,0,17
1176.17,HDFC Bank,ICICI Bank,8343.78,Mumbai,Male,Payment,Success,Tablet,Phone Number,Swiggy,Bill Payment,48,Instant,INR,5,29,3,1
1646.6,SBI Bank,HDFC Bank,3782.89,Delhi,Female,Transfer,Success,Laptop,QR Code,IRCTC,Others,49,Scheduled,USD,6,30,19,23
1688.47,ICICI Bank,SBI Bank,9007.45,Bangalore,Male,Payment,Failed,Mobile,UPI ID,Flipkart,Shopping,50,Instant,EUR,7,1,7,4
1498.69,Axis Bank,Axis Bank,8580.98,Hyderabad,Female,Transfer,Success,Tablet,Phone Number,Amazon,Food,51,Scheduled,GBP,8,2,18,0
1562.48,HDFC Bank,ICICI Bank,2424.33,Mumbai,Male,Payment,Success,Laptop,QR Code,Zomato,Travel,52,Instant,INR,9,3,20,51
650.69,SBI Bank,HDFC Bank,8465.95,Delhi,Female,Transfer,Success,Mobile,UPI ID,Swiggy,Bill Payment,53,Scheduled,USD,10,4,20,6
1758.31,ICICI Bank,SBI Bank,4425.06,Bangalore,Male,Payment,Success,Tablet,Phone Number,IRCTC,Others,54,Instant,EUR,11,5,18,10
225.2,Axis Bank,Axis Bank,991.37,Hyderabad,Female,Transfer,Failed,Laptop,QR Code,Flipkart,Shopping,55,Scheduled,GBP,12,6,10,34
895.2,HDFC Bank,ICICI Bank,6747.22,Mumbai,Male,Payment,Success,Mobile,UPI ID,Amazon,Food,56,Instant,INR,1,7,9,51
79.07,SBI Bank,HDFC Bank,6043.78,Delhi,Female,Transfer,Success,Tablet,Phone Number,Zomato,Travel,57,Scheduled,USD,2,8,1,38
151.16,ICICI Bank,SBI Bank,2820.65,Bangalore,Male,Payment,Success,Laptop,QR Code,Swiggy,Bill Payment,58,Instant,EUR,3,9,10,39
1475.37,Axis Bank,Axis Bank,3288.57,Hyderabad,Female,Transfer,Success,Mobile,UPI ID,IRCTC,Others,59,Scheduled,GBP,4,10,21,5
533.88,HDFC Bank,ICICI Bank,2050.93,Mumbai,Male,Payment,Failed,Tablet,Phone Number,Flipkart,Shopping,20,Instant,INR,5,11,11,54
542.1,SBI Bank,HDFC Bank,4547.62,Delhi,Female,Transfer,Success,Laptop,QR Code,Amazon,Food,21,Scheduled,USD,6,12,22,37
126.04,ICICI Bank,SBI Bank,2716.67,Bangalore,Male,Payment,Success,Mobile,UPI ID,Zomato,Travel,22,Instant,EUR,7,13,20,10
61.76,Axis Bank,Axis Bank,6519.98,Hyderabad,Female,Transfer,Success,Tablet,Phone Number,Swiggy,Bill Payment,23,Scheduled,GBP,8,14,9,50
1449.81,HDFC Bank,ICICI Bank,1186.65,Mumbai,Male,Payment,Success,Laptop,QR Code,IRCTC,Others,24,Instant,INR,9,15,6,11
1805.07,SBI Bank,HDFC Bank,8229.17,Delhi,Female,Transfer,Failed,Mobile,UPI ID,Flipkart,Shopping,25,Scheduled,USD,10,16,20,33
1727.91,ICICI Bank,SBI Bank,5103.77,Bangalore,Male,Payment,Success,Tablet,Phone Number,Amazon,Food,26,Instant,EUR,11,17,5,8
1516.16,Axis Bank,Axis Bank,7999.47,Hyderabad,Female,Transfer,Success,Laptop,QR Code,Zomato,Travel,27,Scheduled,GBP,12,18,10,56
1410.4,HDFC Bank,ICICI Bank,4908.56,Mumbai,Male,Payment,Success,Mobile,UPI ID,Swiggy,Bill Payment,28,Instant,INR,1,19,20,38
1872.24,SBI Bank,HDFC Bank,2822.85,Delhi,Female,Transfer,Success,Tablet,Phone Number,IRCTC,Others,29,Scheduled,USD,2,20,14,36
154.46,ICICI Bank,SBI Bank,166.26,Bangalore,Male,Payment,Failed,Laptop,QR Code,Flipkart,Shopping,30,Instant,EUR,3,21,6,3
781.21,Axis Bank,Axis Bank,4957.91,Hyderabad,Female,Transfer,Success,Mobile,UPI ID,Amazon,Food,31,Scheduled,GBP,4,22,22,51
706.03,HDFC Bank,ICICI Bank,2556.85,Mumbai,Male,Payment,Success,Tablet,Phone Number,Zomato,Travel,32,Instant,INR,5,23,6,2
1161.84,SBI Bank,HDFC Bank,1868.06,Delhi,Female,Transfer,Success,Laptop,QR Code,Swiggy,Bill Payment,33,Scheduled,USD,6,24,1,4
1798.69,ICICI Bank,SBI Bank,6635.74,Bangalore,Male,Payment,Success,Mobile,UPI ID,IRCTC,Others,34,Instant,EUR,7,25,19,37
1538.25,Axis Bank,Axis Bank,4593.44,Hyderabad,Female,Transfer,Failed,Tablet,Phone Number,Flipkart,Shopping,35,Scheduled,GBP,8,26,3,45
1476.59,HDFC Bank,ICICI Bank,6404.95,Mumbai,Male,Payment,Success,Laptop,QR Code,Amazon,Food,36,Instant,INR,9,27,22,4
972.03,SBI Bank,HDFC Bank,7036.34,Delhi,Female,Transfer,Success,Mobile,UPI ID,Zomato,Travel,37,Scheduled,USD,10,28,4,6
